"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"2017"	"2017"	"Rheumatoid arthritis, unspecified"	"M06.9"	17	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Osteomyelitis, unspecified"	"M86.9"	10	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Acute renal failure, unspecified"	"N17.9"	32	1920076	1.7
	"Nebraska"	"31"	"2017"	"2017"	"Chronic kidney disease, stage 5"	"N18.5"	76	1920076	4.0
	"Nebraska"	"31"	"2017"	"2017"	"Chronic renal failure, unspecified"	"N18.9"	64	1920076	3.3
	"Nebraska"	"31"	"2017"	"2017"	"Unspecified renal failure"	"N19"	36	1920076	1.9
	"Nebraska"	"31"	"2017"	"2017"	"Other specified disorders of kidney and ureter"	"N28.8"	19	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Urinary tract infection, site not specified"	"N39.0"	96	1920076	5.0
	"Nebraska"	"31"	"2017"	"2017"	"Hyperplasia of prostate"	"N40"	10	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Congenital malformation of heart, unspecified"	"Q24.9"	10	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Down syndrome, unspecified"	"Q90.9"	11	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Senility"	"R54"	35	1920076	1.8
	"Nebraska"	"31"	"2017"	"2017"	"Other lack of expected normal physiological development"	"R62.8"	13	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Sudden infant death syndrome - SIDS"	"R95"	18	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Other ill-defined and unspecified causes of mortality"	"R99"	120	1920076	6.2
	"Nebraska"	"31"	"2017"	"2017"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	17	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	65	1920076	3.4
	"Nebraska"	"31"	"2017"	"2017"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	95	1920076	4.9
	"Nebraska"	"31"	"2017"	"2017"	"Fall involving bed"	"W06"	11	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Fall on and from stairs and steps"	"W10"	19	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Other fall on same level"	"W18"	63	1920076	3.3
	"Nebraska"	"31"	"2017"	"2017"	"Unspecified fall"	"W19"	87	1920076	4.5
	"Nebraska"	"31"	"2017"	"2017"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	25	1920076	1.3
	"Nebraska"	"31"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	29	1920076	1.5
	"Nebraska"	"31"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	79	1920076	4.1
	"Nebraska"	"31"	"2017"	"2017"	"Accidental poisoning by and exposure to alcohol"	"X45"	17	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Exposure to unspecified factor causing fracture"	"X59.0"	34	1920076	1.8
	"Nebraska"	"31"	"2017"	"2017"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	37	1920076	1.9
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	11	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	98	1920076	5.1
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-harm by handgun discharge"	"X72"	21	1920076	1.1
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	28	1920076	1.5
	"Nebraska"	"31"	"2017"	"2017"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	77	1920076	4.0
	"Nebraska"	"31"	"2017"	"2017"	"Assault by other and unspecified firearm discharge"	"X95"	26	1920076	1.4
	"Nebraska"	"31"	"2017"	"2017"	"Sequelae of other accidents"	"Y86"	11	1920076	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Enterocolitis due to Clostridium difficile"	"A04.7"	65	2998039	2.2
	"Nevada"	"32"	"2017"	"2017"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	25	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Septicaemia, unspecified"	"A41.9"	150	2998039	5.0
	"Nevada"	"32"	"2017"	"2017"	"Chronic viral hepatitis C"	"B18.2"	60	2998039	2.0
	"Nevada"	"32"	"2017"	"2017"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	25	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	13	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	133	2998039	4.4
	"Nevada"	"32"	"2017"	"2017"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	82	2998039	2.7
	"Nevada"	"32"	"2017"	"2017"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	448	2998039	14.9
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm of rectosigmoid junction"	"C19"	34	2998039	1.1
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm of rectum"	"C20"	72	2998039	2.4
	"Nevada"	"32"	"2017"	"2017"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	89	2998039	3.0
	"Nevada"	"32"	"2017"	"2017"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	52	2998039	1.7
	"Nevada"	"32"	"2017"	"2017"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	92	2998039	3.1
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm of gallbladder"	"C23"	14	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Biliary tract, unspecified - Malignant neoplasms"	"C24.9"	13	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	374	2998039	12.5
	"Nevada"	"32"	"2017"	"2017"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	21	2998039	0.7
	"Nevada"	"32"	"2017"	"2017"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	13	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Lower lobe, bronchus or lung - Malignant neoplasms"	"C34.3"	12	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1285	2998039	42.9
	"Nevada"	"32"	"2017"	"2017"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	12	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	78	2998039	2.6
	"Nevada"	"32"	"2017"	"2017"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	16	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	21	2998039	0.7
	"Nevada"	"32"	"2017"	"2017"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	28	2998039	0.9
	"Nevada"	"32"	"2017"	"2017"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	376	2998039	12.5
	"Nevada"	"32"	"2017"	"2017"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	14	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	36	2998039	1.2
	"Nevada"	"32"	"2017"	"2017"	"Endometrium - Malignant neoplasms"	"C54.1"	34	2998039	1.1
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm of uterus, part unspecified"	"C55"	49	2998039	1.6
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm of ovary"	"C56"	130	2998039	4.3
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm of prostate"	"C61"	259	2998039	8.6
	"Nevada"	"32"	"2017"	"2017"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	120	2998039	4.0
	"Nevada"	"32"	"2017"	"2017"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	160	2998039	5.3
	"Nevada"	"32"	"2017"	"2017"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	167	2998039	5.6
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm of thyroid gland"	"C73"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	23	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	27	2998039	0.9
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasm without specification of site"	"C80"	225	2998039	7.5
	"Nevada"	"32"	"2017"	"2017"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	20	2998039	0.7
	"Nevada"	"32"	"2017"	"2017"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	26	2998039	0.9
	"Nevada"	"32"	"2017"	"2017"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	102	2998039	3.4
	"Nevada"	"32"	"2017"	"2017"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	78	2998039	2.6
	"Nevada"	"32"	"2017"	"2017"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	13	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	33	2998039	1.1
	"Nevada"	"32"	"2017"	"2017"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	74	2998039	2.5
	"Nevada"	"32"	"2017"	"2017"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	14	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	30	2998039	1.0
	"Nevada"	"32"	"2017"	"2017"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	25	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	13	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	38	2998039	1.3
	"Nevada"	"32"	"2017"	"2017"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Anaemia, unspecified"	"D64.9"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	46	2998039	1.5
	"Nevada"	"32"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	91	2998039	3.0
	"Nevada"	"32"	"2017"	"2017"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	36	2998039	1.2
	"Nevada"	"32"	"2017"	"2017"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	131	2998039	4.4
	"Nevada"	"32"	"2017"	"2017"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	13	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Unspecified diabetes mellitus, without complications"	"E14.9"	242	2998039	8.1
	"Nevada"	"32"	"2017"	"2017"	"Unspecified severe protein-energy malnutrition"	"E43"	28	2998039	0.9
	"Nevada"	"32"	"2017"	"2017"	"Unspecified protein-energy malnutrition"	"E46"	20	2998039	0.7
	"Nevada"	"32"	"2017"	"2017"	"Other obesity"	"E66.8"	30	2998039	1.0
	"Nevada"	"32"	"2017"	"2017"	"Obesity, unspecified"	"E66.9"	25	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Pure hypercholesterolaemia"	"E78.0"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Hyperlipidaemia, unspecified"	"E78.5"	66	2998039	2.2
	"Nevada"	"32"	"2017"	"2017"	"Disorder of lipoprotein metabolism, unspecified"	"E78.9"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Acidosis"	"E87.2"	15	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Metabolic disorder, unspecified"	"E88.9"	24	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Vascular dementia, unspecified"	"F01.9"	67	2998039	2.2
	"Nevada"	"32"	"2017"	"2017"	"Unspecified dementia"	"F03"	527	2998039	17.6
	"Nevada"	"32"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	42	2998039	1.4
	"Nevada"	"32"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	110	2998039	3.7
	"Nevada"	"32"	"2017"	"2017"	"Motor neuron disease"	"G12.2"	49	2998039	1.6
	"Nevada"	"32"	"2017"	"2017"	"Parkinson disease"	"G20"	249	2998039	8.3
	"Nevada"	"32"	"2017"	"2017"	"Alzheimer disease with late onset"	"G30.1"	32	2998039	1.1
	"Nevada"	"32"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	746	2998039	24.9
	"Nevada"	"32"	"2017"	"2017"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	330	2998039	11.0
	"Nevada"	"32"	"2017"	"2017"	"Other specified degenerative diseases of nervous system"	"G31.8"	26	2998039	0.9
	"Nevada"	"32"	"2017"	"2017"	"Multiple sclerosis"	"G35"	34	2998039	1.1
	"Nevada"	"32"	"2017"	"2017"	"Epilepsy, unspecified"	"G40.9"	16	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Muscular dystrophy"	"G71.0"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Infantile cerebral palsy, unspecified"	"G80.9"	16	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	26	2998039	0.9
	"Nevada"	"32"	"2017"	"2017"	"Encephalopathy, unspecified"	"G93.4"	31	2998039	1.0
	"Nevada"	"32"	"2017"	"2017"	"Essential (primary) hypertension"	"I10"	161	2998039	5.4
	"Nevada"	"32"	"2017"	"2017"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	228	2998039	7.6
	"Nevada"	"32"	"2017"	"2017"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	489	2998039	16.3
	"Nevada"	"32"	"2017"	"2017"	"Hypertensive renal disease with renal failure"	"I12.0"	138	2998039	4.6
	"Nevada"	"32"	"2017"	"2017"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	34	2998039	1.1
	"Nevada"	"32"	"2017"	"2017"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	25	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Acute subendocardial myocardial infarction"	"I21.4"	29	2998039	1.0
	"Nevada"	"32"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	554	2998039	18.5
	"Nevada"	"32"	"2017"	"2017"	"Acute ischaemic heart disease, unspecified"	"I24.9"	24	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	1522	2998039	50.8
	"Nevada"	"32"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	1311	2998039	43.7
	"Nevada"	"32"	"2017"	"2017"	"Ischaemic cardiomyopathy"	"I25.5"	70	2998039	2.3
	"Nevada"	"32"	"2017"	"2017"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	40	2998039	1.3
	"Nevada"	"32"	"2017"	"2017"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	54	2998039	1.8
	"Nevada"	"32"	"2017"	"2017"	"Other secondary pulmonary hypertension"	"I27.2"	55	2998039	1.8
	"Nevada"	"32"	"2017"	"2017"	"Acute and subacute infective endocarditis"	"I33.0"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Mitral (valve) insufficiency"	"I34.0"	15	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Aortic (valve) stenosis"	"I35.0"	108	2998039	3.6
	"Nevada"	"32"	"2017"	"2017"	"Endocarditis, valve unspecified"	"I38"	24	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Dilated cardiomyopathy"	"I42.0"	78	2998039	2.6
	"Nevada"	"32"	"2017"	"2017"	"Alcoholic cardiomyopathy"	"I42.6"	14	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Cardiomyopathy, unspecified"	"I42.9"	99	2998039	3.3
	"Nevada"	"32"	"2017"	"2017"	"Cardiac arrest, unspecified"	"I46.9"	850	2998039	28.4
	"Nevada"	"32"	"2017"	"2017"	"Atrial fibrillation and flutter"	"I48"	131	2998039	4.4
	"Nevada"	"32"	"2017"	"2017"	"Cardiac arrhythmia, unspecified"	"I49.9"	27	2998039	0.9
	"Nevada"	"32"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	336	2998039	11.2
	"Nevada"	"32"	"2017"	"2017"	"Heart failure, unspecified"	"I50.9"	55	2998039	1.8
	"Nevada"	"32"	"2017"	"2017"	"Cardiovascular disease, unspecified"	"I51.6"	12	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Heart disease, unspecified"	"I51.9"	102	2998039	3.4
	"Nevada"	"32"	"2017"	"2017"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	57	2998039	1.9
	"Nevada"	"32"	"2017"	"2017"	"Intracerebral haemorrhage, unspecified"	"I61.9"	73	2998039	2.4
	"Nevada"	"32"	"2017"	"2017"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	23	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	106	2998039	3.5
	"Nevada"	"32"	"2017"	"2017"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	14	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	24	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Cerebral infarction, unspecified"	"I63.9"	113	2998039	3.8
	"Nevada"	"32"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	417	2998039	13.9
	"Nevada"	"32"	"2017"	"2017"	"Cerebral atherosclerosis"	"I67.2"	52	2998039	1.7
	"Nevada"	"32"	"2017"	"2017"	"Cerebrovascular disease, unspecified"	"I67.9"	126	2998039	4.2
	"Nevada"	"32"	"2017"	"2017"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	49	2998039	1.6
	"Nevada"	"32"	"2017"	"2017"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	15	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Generalized and unspecified atherosclerosis"	"I70.9"	133	2998039	4.4
	"Nevada"	"32"	"2017"	"2017"	"Dissection of aorta [any part]"	"I71.0"	33	2998039	1.1
	"Nevada"	"32"	"2017"	"2017"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	15	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	15	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Peripheral vascular disease, unspecified"	"I73.9"	63	2998039	2.1
	"Nevada"	"32"	"2017"	"2017"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	26	2998039	0.9
	"Nevada"	"32"	"2017"	"2017"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Pneumonia due to Pseudomonas"	"J15.1"	15	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Pneumonia due to staphylococcus"	"J15.2"	17	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Bacterial pneumonia, unspecified"	"J15.9"	18	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Bronchopneumonia, unspecified"	"J18.0"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	521	2998039	17.4
	"Nevada"	"32"	"2017"	"2017"	"Emphysema, unspecified"	"J43.9"	123	2998039	4.1
	"Nevada"	"32"	"2017"	"2017"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	240	2998039	8.0
	"Nevada"	"32"	"2017"	"2017"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	61	2998039	2.0
	"Nevada"	"32"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1164	2998039	38.8
	"Nevada"	"32"	"2017"	"2017"	"Asthma, unspecified"	"J45.9"	30	2998039	1.0
	"Nevada"	"32"	"2017"	"2017"	"Pneumonitis due to food and vomit"	"J69.0"	139	2998039	4.6
	"Nevada"	"32"	"2017"	"2017"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	98	2998039	3.3
	"Nevada"	"32"	"2017"	"2017"	"Interstitial pulmonary disease, unspecified"	"J84.9"	24	2998039	0.8
	"Nevada"	"32"	"2017"	"2017"	"Other disorders of lung"	"J98.4"	12	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage"	"K27.4"	14	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Crohn disease, unspecified"	"K50.9"	13	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Vascular disorder of intestine, unspecified"	"K55.9"	44	2998039	1.5
	"Nevada"	"32"	"2017"	"2017"	"Other and unspecified intestinal obstruction"	"K56.6"	38	2998039	1.3
	"Nevada"	"32"	"2017"	"2017"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	22	2998039	0.7
	"Nevada"	"32"	"2017"	"2017"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Perforation of intestine (nontraumatic)"	"K63.1"	21	2998039	0.7
	"Nevada"	"32"	"2017"	"2017"	"Alcoholic hepatitis"	"K70.1"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Alcoholic cirrhosis of liver"	"K70.3"	232	2998039	7.7
	"Nevada"	"32"	"2017"	"2017"	"Alcoholic hepatic failure"	"K70.4"	20	2998039	0.7
	"Nevada"	"32"	"2017"	"2017"	"Alcoholic liver disease, unspecified"	"K70.9"	41	2998039	1.4
	"Nevada"	"32"	"2017"	"2017"	"Hepatic failure, unspecified"	"K72.9"	18	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Other and unspecified cirrhosis of liver"	"K74.6"	143	2998039	4.8
	"Nevada"	"32"	"2017"	"2017"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	19	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Liver disease, unspecified"	"K76.9"	37	2998039	1.2
	"Nevada"	"32"	"2017"	"2017"	"Acute cholecystitis"	"K81.0"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Acute pancreatitis, unspecified"	"K85.9"	19	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	55	2998039	1.8
	"Nevada"	"32"	"2017"	"2017"	"Rheumatoid arthritis, unspecified"	"M06.9"	13	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Osteomyelitis, unspecified"	"M86.9"	21	2998039	0.7
	"Nevada"	"32"	"2017"	"2017"	"Acute renal failure, unspecified"	"N17.9"	44	2998039	1.5
	"Nevada"	"32"	"2017"	"2017"	"Chronic kidney disease, stage 5"	"N18.5"	155	2998039	5.2
	"Nevada"	"32"	"2017"	"2017"	"Chronic renal failure, unspecified"	"N18.9"	53	2998039	1.8
	"Nevada"	"32"	"2017"	"2017"	"Unspecified renal failure"	"N19"	32	2998039	1.1
	"Nevada"	"32"	"2017"	"2017"	"Other specified disorders of kidney and ureter"	"N28.8"	12	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Urinary tract infection, site not specified"	"N39.0"	126	2998039	4.2
	"Nevada"	"32"	"2017"	"2017"	"Extreme immaturity"	"P07.2"	16	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Congenital malformation of heart, unspecified"	"Q24.9"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Edwards syndrome, unspecified"	"Q91.3"	11	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Senility"	"R54"	30	2998039	1.0
	"Nevada"	"32"	"2017"	"2017"	"Shock, unspecified"	"R57.9"	89	2998039	3.0
	"Nevada"	"32"	"2017"	"2017"	"Other ill-defined and unspecified causes of mortality"	"R99"	54	2998039	1.8
	"Nevada"	"32"	"2017"	"2017"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	20	2998039	0.7
	"Nevada"	"32"	"2017"	"2017"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	74	2998039	2.5
	"Nevada"	"32"	"2017"	"2017"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	10	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	23	2998039	0.8
