"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"2016"	"2016"	"Tricuspid insufficiency"	"I07.1"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Essential (primary) hypertension"	"I10"	323	6016447	5.4
	"Maryland"	"24"	"2016"	"2016"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	170	6016447	2.8
	"Maryland"	"24"	"2016"	"2016"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	1117	6016447	18.6
	"Maryland"	"24"	"2016"	"2016"	"Hypertensive renal disease with renal failure"	"I12.0"	211	6016447	3.5
	"Maryland"	"24"	"2016"	"2016"	"Hypertensive renal disease without renal failure"	"I12.9"	22	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	55	6016447	0.9
	"Maryland"	"24"	"2016"	"2016"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	39	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Acute subendocardial myocardial infarction"	"I21.4"	53	6016447	0.9
	"Maryland"	"24"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	1584	6016447	26.3
	"Maryland"	"24"	"2016"	"2016"	"Other forms of acute ischaemic heart disease"	"I24.8"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Acute ischaemic heart disease, unspecified"	"I24.9"	34	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	2110	6016447	35.1
	"Maryland"	"24"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	2171	6016447	36.1
	"Maryland"	"24"	"2016"	"2016"	"Ischaemic cardiomyopathy"	"I25.5"	317	6016447	5.3
	"Maryland"	"24"	"2016"	"2016"	"Other forms of chronic ischaemic heart disease"	"I25.8"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	116	6016447	1.9
	"Maryland"	"24"	"2016"	"2016"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	181	6016447	3.0
	"Maryland"	"24"	"2016"	"2016"	"Other secondary pulmonary hypertension"	"I27.2"	135	6016447	2.2
	"Maryland"	"24"	"2016"	"2016"	"Pulmonary heart disease, unspecified"	"I27.9"	19	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Acute and subacute infective endocarditis"	"I33.0"	26	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Mitral (valve) insufficiency"	"I34.0"	33	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Aortic (valve) stenosis"	"I35.0"	229	6016447	3.8
	"Maryland"	"24"	"2016"	"2016"	"Aortic (valve) insufficiency"	"I35.1"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Aortic valve disorder, unspecified"	"I35.9"	19	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Endocarditis, valve unspecified"	"I38"	77	6016447	1.3
	"Maryland"	"24"	"2016"	"2016"	"Dilated cardiomyopathy"	"I42.0"	80	6016447	1.3
	"Maryland"	"24"	"2016"	"2016"	"Other hypertrophic cardiomyopathy"	"I42.2"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Alcoholic cardiomyopathy"	"I42.6"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Cardiomyopathy, unspecified"	"I42.9"	542	6016447	9.0
	"Maryland"	"24"	"2016"	"2016"	"Other specified conduction disorders"	"I45.8"	20	6016447	0.3
	"Maryland"	"24"	"2016"	"2016"	"Ventricular tachycardia"	"I47.2"	18	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Atrial fibrillation and flutter"	"I48"	380	6016447	6.3
	"Maryland"	"24"	"2016"	"2016"	"Ventricular fibrillation and flutter"	"I49.0"	28	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Sick sinus syndrome"	"I49.5"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Cardiac arrhythmia, unspecified"	"I49.9"	369	6016447	6.1
	"Maryland"	"24"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	826	6016447	13.7
	"Maryland"	"24"	"2016"	"2016"	"Heart failure, unspecified"	"I50.9"	74	6016447	1.2
	"Maryland"	"24"	"2016"	"2016"	"Myocarditis, unspecified"	"I51.4"	20	6016447	0.3
	"Maryland"	"24"	"2016"	"2016"	"Cardiovascular disease, unspecified"	"I51.6"	96	6016447	1.6
	"Maryland"	"24"	"2016"	"2016"	"Cardiomegaly"	"I51.7"	70	6016447	1.2
	"Maryland"	"24"	"2016"	"2016"	"Other ill-defined heart diseases"	"I51.8"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Heart disease, unspecified"	"I51.9"	149	6016447	2.5
	"Maryland"	"24"	"2016"	"2016"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	77	6016447	1.3
	"Maryland"	"24"	"2016"	"2016"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	16	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Intracerebral haemorrhage, unspecified"	"I61.9"	234	6016447	3.9
	"Maryland"	"24"	"2016"	"2016"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	25	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	127	6016447	2.1
	"Maryland"	"24"	"2016"	"2016"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	19	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	29	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	29	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Cerebral infarction, unspecified"	"I63.9"	136	6016447	2.3
	"Maryland"	"24"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1178	6016447	19.6
	"Maryland"	"24"	"2016"	"2016"	"Cerebral atherosclerosis"	"I67.2"	92	6016447	1.5
	"Maryland"	"24"	"2016"	"2016"	"Other specified cerebrovascular diseases"	"I67.8"	19	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Cerebrovascular disease, unspecified"	"I67.9"	419	6016447	7.0
	"Maryland"	"24"	"2016"	"2016"	"Sequelae of cerebral infarction"	"I69.3"	12	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	134	6016447	2.2
	"Maryland"	"24"	"2016"	"2016"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	74	6016447	1.2
	"Maryland"	"24"	"2016"	"2016"	"Generalized and unspecified atherosclerosis"	"I70.9"	183	6016447	3.0
	"Maryland"	"24"	"2016"	"2016"	"Dissection of aorta [any part]"	"I71.0"	68	6016447	1.1
	"Maryland"	"24"	"2016"	"2016"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	30	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	25	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	19	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Peripheral vascular disease, unspecified"	"I73.9"	162	6016447	2.7
	"Maryland"	"24"	"2016"	"2016"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	51	6016447	0.8
	"Maryland"	"24"	"2016"	"2016"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Pneumonia due to Pseudomonas"	"J15.1"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Bacterial pneumonia, unspecified"	"J15.9"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Lobar pneumonia, unspecified"	"J18.1"	22	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	919	6016447	15.3
	"Maryland"	"24"	"2016"	"2016"	"Emphysema, unspecified"	"J43.9"	99	6016447	1.6
	"Maryland"	"24"	"2016"	"2016"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	273	6016447	4.5
	"Maryland"	"24"	"2016"	"2016"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	70	6016447	1.2
	"Maryland"	"24"	"2016"	"2016"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	15	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1520	6016447	25.3
	"Maryland"	"24"	"2016"	"2016"	"Asthma, unspecified"	"J45.9"	63	6016447	1.0
	"Maryland"	"24"	"2016"	"2016"	"Status asthmaticus"	"J46"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Bronchiectasis"	"J47"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Pneumonitis due to food and vomit"	"J69.0"	382	6016447	6.3
	"Maryland"	"24"	"2016"	"2016"	"Adult respiratory distress syndrome"	"J80"	27	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Pulmonary oedema"	"J81"	14	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	187	6016447	3.1
	"Maryland"	"24"	"2016"	"2016"	"Interstitial pulmonary disease, unspecified"	"J84.9"	91	6016447	1.5
	"Maryland"	"24"	"2016"	"2016"	"Pyothorax without fistula"	"J86.9"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Pleural effusion, not elsewhere classified"	"J90"	31	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Pneumothorax, unspecified"	"J93.9"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Chronic respiratory failure"	"J96.1"	23	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Other disorders of lung"	"J98.4"	49	6016447	0.8
	"Maryland"	"24"	"2016"	"2016"	"Respiratory disorder, unspecified"	"J98.9"	63	6016447	1.0
	"Maryland"	"24"	"2016"	"2016"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Duodenal ulcer, chronic or unspecified with haemorrhage"	"K26.4"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	14	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Crohn disease, unspecified"	"K50.9"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Acute vascular disorders of intestine"	"K55.0"	19	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Vascular disorder of intestine, unspecified"	"K55.9"	105	6016447	1.7
	"Maryland"	"24"	"2016"	"2016"	"Volvulus"	"K56.2"	15	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Other and unspecified intestinal obstruction"	"K56.6"	94	6016447	1.6
	"Maryland"	"24"	"2016"	"2016"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	19	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	31	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Perforation of intestine (nontraumatic)"	"K63.1"	41	6016447	0.7
	"Maryland"	"24"	"2016"	"2016"	"Acute peritonitis"	"K65.0"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Peritonitis, unspecified"	"K65.9"	22	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Alcoholic hepatitis"	"K70.1"	16	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Alcoholic cirrhosis of liver"	"K70.3"	132	6016447	2.2
	"Maryland"	"24"	"2016"	"2016"	"Alcoholic hepatic failure"	"K70.4"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Alcoholic liver disease, unspecified"	"K70.9"	23	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Hepatic failure, unspecified"	"K72.9"	32	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Other and unspecified cirrhosis of liver"	"K74.6"	270	6016447	4.5
	"Maryland"	"24"	"2016"	"2016"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	26	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Liver disease, unspecified"	"K76.9"	136	6016447	2.3
	"Maryland"	"24"	"2016"	"2016"	"Calculus of gallbladder without cholecystitis"	"K80.2"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Acute cholecystitis"	"K81.0"	21	6016447	0.3
	"Maryland"	"24"	"2016"	"2016"	"Cholecystitis, unspecified"	"K81.9"	26	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Cholangitis"	"K83.0"	20	6016447	0.3
	"Maryland"	"24"	"2016"	"2016"	"Acute pancreatitis, unspecified"	"K85.9"	46	6016447	0.8
	"Maryland"	"24"	"2016"	"2016"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	163	6016447	2.7
	"Maryland"	"24"	"2016"	"2016"	"Cellulitis, unspecified"	"L03.9"	12	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	12	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Decubitus ulcer and pressure area, unspecified"	"L89.9"	16	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Rheumatoid arthritis, unspecified"	"M06.9"	20	6016447	0.3
	"Maryland"	"24"	"2016"	"2016"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	27	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Other forms of systemic sclerosis"	"M34.8"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Necrotizing fasciitis"	"M72.6"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Osteomyelitis, unspecified"	"M86.9"	50	6016447	0.8
	"Maryland"	"24"	"2016"	"2016"	"Acute nephritic syndrome, unspecified"	"N00.9"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Acute renal failure, unspecified"	"N17.9"	116	6016447	1.9
	"Maryland"	"24"	"2016"	"2016"	"Chronic kidney disease, stage 5"	"N18.5"	437	6016447	7.3
	"Maryland"	"24"	"2016"	"2016"	"Chronic renal failure, unspecified"	"N18.9"	153	6016447	2.5
	"Maryland"	"24"	"2016"	"2016"	"Unspecified renal failure"	"N19"	79	6016447	1.3
	"Maryland"	"24"	"2016"	"2016"	"Other specified disorders of kidney and ureter"	"N28.8"	29	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Disorder of kidney and ureter, unspecified"	"N28.9"	34	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Urinary tract infection, site not specified"	"N39.0"	222	6016447	3.7
	"Maryland"	"24"	"2016"	"2016"	"Hyperplasia of prostate"	"N40"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Newborn affected by incompetent cervix"	"P01.0"	21	6016447	0.3
	"Maryland"	"24"	"2016"	"2016"	"Newborn affected by premature rupture of membranes"	"P01.1"	25	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Newborn affected by chorioamnionitis"	"P02.7"	17	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Extreme immaturity"	"P07.2"	94	6016447	1.6
	"Maryland"	"24"	"2016"	"2016"	"Other preterm infants"	"P07.3"	19	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Respiratory distress syndrome of newborn"	"P22.0"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Necrotizing enterocolitis of newborn"	"P77"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Congenital malformation of heart, unspecified"	"Q24.9"	15	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Down syndrome, unspecified"	"Q90.9"	21	6016447	0.3
	"Maryland"	"24"	"2016"	"2016"	"Edwards syndrome, unspecified"	"Q91.3"	15	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Dysphagia"	"R13"	15	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Other and unspecified convulsions"	"R56.8"	18	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Sudden infant death syndrome - SIDS"	"R95"	47	6016447	0.8
	"Maryland"	"24"	"2016"	"2016"	"Other ill-defined and unspecified causes of mortality"	"R99"	36	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	49	6016447	0.8
	"Maryland"	"24"	"2016"	"2016"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	64	6016447	1.1
	"Maryland"	"24"	"2016"	"2016"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident"	"V27.4"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	20	6016447	0.3
	"Maryland"	"24"	"2016"	"2016"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	37	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	35	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V47.6"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.4"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	35	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	162	6016447	2.7
	"Maryland"	"24"	"2016"	"2016"	"Person injured in unspecified vehicle accident"	"V89.9"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Fall on same level from slipping, tripping and stumbling"	"W01"	26	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Fall involving wheelchair"	"W05"	12	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Fall involving bed"	"W06"	25	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Fall on and from stairs and steps"	"W10"	65	6016447	1.1
	"Maryland"	"24"	"2016"	"2016"	"Fall from, out of or through building or structure"	"W13"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Other fall on same level"	"W18"	95	6016447	1.6
	"Maryland"	"24"	"2016"	"2016"	"Unspecified fall"	"W19"	439	6016447	7.3
	"Maryland"	"24"	"2016"	"2016"	"Struck by thrown, projected or falling object"	"W20"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Unspecified drowning and submersion"	"W74"	31	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	26	6016447	0.4
	"Maryland"	"24"	"2016"	"2016"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	39	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Exposure to uncontrolled fire in building or structure"	"X00"	34	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Exposure to excessive natural heat"	"X30"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Exposure to excessive natural cold"	"X31"	16	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	365	6016447	6.1
	"Maryland"	"24"	"2016"	"2016"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	178	6016447	3.0
	"Maryland"	"24"	"2016"	"2016"	"Accidental poisoning by and exposure to alcohol"	"X45"	38	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	42	6016447	0.7
	"Maryland"	"24"	"2016"	"2016"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	20	6016447	0.3
	"Maryland"	"24"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	45	6016447	0.7
	"Maryland"	"24"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	29	6016447	0.5
	"Maryland"	"24"	"2016"	"2016"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	172	6016447	2.9
	"Maryland"	"24"	"2016"	"2016"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	36	6016447	0.6
	"Maryland"	"24"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	211	6016447	3.5
	"Maryland"	"24"	"2016"	"2016"	"Intentional self-harm by sharp object"	"X78"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Intentional self-harm by jumping from a high place"	"X80"	19	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Assault by other and unspecified firearm discharge"	"X95"	426	6016447	7.1
	"Maryland"	"24"	"2016"	"2016"	"Assault by sharp object"	"X99"	45	6016447	0.7
	"Maryland"	"24"	"2016"	"2016"	"Assault by unspecified means"	"Y09"	65	6016447	1.1
	"Maryland"	"24"	"2016"	"2016"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	18	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	1162	6016447	19.3
	"Maryland"	"24"	"2016"	"2016"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	215	6016447	3.6
	"Maryland"	"24"	"2016"	"2016"	"Drowning and submersion, undetermined intent"	"Y21"	13	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Unspecified event, undetermined intent"	"Y34"	10	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Legal intervention involving firearm discharge"	"Y35.0"	17	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Surgical operation with implant of artificial internal device"	"Y83.1"	11	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Sequelae of motor-vehicle accident"	"Y85.0"	15	6016447	Unreliable
	"Maryland"	"24"	"2016"	"2016"	"Sequelae of other accidents"	"Y86"	21	6016447	0.3
	"Massachusetts"	"25"	"2016"	"2016"	"Enterocolitis due to Clostridium difficile"	"A04.7"	182	6811779	2.7
	"Massachusetts"	"25"	"2016"	"2016"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	11	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	51	6811779	0.7
	"Massachusetts"	"25"	"2016"	"2016"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	11	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	32	6811779	0.5
	"Massachusetts"	"25"	"2016"	"2016"	"Septicaemia, unspecified"	"A41.9"	809	6811779	11.9
	"Massachusetts"	"25"	"2016"	"2016"	"Legionnaires disease"	"A48.1"	10	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Bacterial infection, unspecified"	"A49.9"	22	6811779	0.3
	"Massachusetts"	"25"	"2016"	"2016"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	14	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	10	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Chronic viral hepatitis C"	"B18.2"	80	6811779	1.2
	"Massachusetts"	"25"	"2016"	"2016"	"HIV disease resulting in other specified conditions"	"B23.8"	20	6811779	0.3
	"Massachusetts"	"25"	"2016"	"2016"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	11	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Other viral infections of unspecified site"	"B34.8"	10	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	43	6811779	0.6
	"Massachusetts"	"25"	"2016"	"2016"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	22	6811779	0.3
	"Massachusetts"	"25"	"2016"	"2016"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	25	6811779	0.4
	"Massachusetts"	"25"	"2016"	"2016"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	20	6811779	0.3
	"Massachusetts"	"25"	"2016"	"2016"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	10	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	28	6811779	0.4
	"Massachusetts"	"25"	"2016"	"2016"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	369	6811779	5.4
	"Massachusetts"	"25"	"2016"	"2016"	"Cardia - Malignant neoplasms"	"C16.0"	27	6811779	0.4
	"Massachusetts"	"25"	"2016"	"2016"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	223	6811779	3.3
	"Massachusetts"	"25"	"2016"	"2016"	"Duodenum - Malignant neoplasms"	"C17.0"	20	6811779	0.3
	"Massachusetts"	"25"	"2016"	"2016"	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	10	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Appendix - Malignant neoplasms"	"C18.1"	21	6811779	0.3
	"Massachusetts"	"25"	"2016"	"2016"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	694	6811779	10.2
	"Massachusetts"	"25"	"2016"	"2016"	"Malignant neoplasm of rectosigmoid junction"	"C19"	55	6811779	0.8
